PublishTime,ArticleTitle,ArticleAuthor,ArticleSubtitle,ArticleURL,ArticleKeywords,ArticleCategory
"February 10, 2019 at 07:00PM",Virginia Democrat Backs Off Effort to Open Impeachment Inquiry Against Fairfax,Jonathan Martin,A Democratic lawmaker's push to swiftly begin impeachment proceedings stalled on Monday in the face of furious opposition from the party's black caucus. |,https://www.nytimes.com/2019/02/11/us/impeaching-justin-fairfax.html?partner=IFTTT,Impeachment,U.S.
"February 10, 2019 at 07:00PM",Too Soon for Politicians to Talk About Guns? This App Is Here to Help.,"Pat Kelly, Chris Kelly, Lauren Bercovitch, Michael Tanko Grand And Taige Jensen",An innovative technology calculates the optimal time to talk about reform. |,https://www.nytimes.com/video/opinion/100000006252837/gun-control-lawmakers.html?partner=IFTTT,"Gun Control, Aurora, Colo, Shooting (2012), Orlando, Fla, Shooting (2016), Las Vegas, Nev, Shooting (October, 2017), Charleston, SC, Shooting (2015), San Bernardino, Calif, Shooting (2015), Isla Vista, Calif, Massacre (2014), School Shootings and Armed Attacks, your-feed-opinionvideo",Opinion
"February 10, 2019 at 07:00PM","U.K. Economy Falters as Brexit Looms. Amsterdam Sees Risks, and Opportunity.",Peter S. Goodman,"New data for 2018's fourth quarter shows the British economy growing at its slowest pace since 2012, bringing the broad impact of a no-deal split from the European Union into sharp relief. |",https://www.nytimes.com/2019/02/11/business/brexit-economy-europe-britain-netherlands.html?partner=IFTTT,"Great Britain Withdrawal from EU (Brexit), Politics and Government, Relocation of Business, Referendums",Business
"February 10, 2019 at 07:00PM","Marie BlachÃ¨re Bakery Heads to Great Neck, N.Y.",Florence Fabricant,"The bakery chain from France, with more than 500 outlets, takes particular pride in its baguettes. |",https://www.nytimes.com/2019/02/11/dining/french-bakery-great-neck.html?partner=IFTTT,"Bakeries and Baked Products, Cooking and Cookbooks",Food
"February 10, 2019 at 07:00PM",A 'Rice Bonnet' for Perfect Persian-Style Rice,Florence Fabricant,"The liner, made from organic cotton and hemp, fits like a shower cap on a pot lid. |",https://www.nytimes.com/2019/02/11/dining/persian-rice-cooking.html?partner=IFTTT,"Cooking and Cookbooks, Rice",Food
"February 10, 2019 at 07:00PM",How West Virginia's Education Bill Will Punish Children,Lauren Peace,Lawmakers are lashing out at teachers after their strikes. The children will lose the most. |,https://www.nytimes.com/2019/02/11/opinion/how-west-virginias-education-bill-will-punish-children.html?partner=IFTTT,"Education (K-12), Teachers and School Employees, State Legislatures",Opinion
"February 10, 2019 at 07:00PM","Trump, O'Rourke Face Off in Battle at the Border Over Wall",Michael Tackett,"President Trump travels to El Paso today for a rally to win support for his call for a border wall. But this time, his potential rival in 2020, Beto O'Rourke, will be there to answer him. |",https://www.nytimes.com/2019/02/11/us/politics/beto-rally-trump.html?partner=IFTTT,"Border Barriers, United States Politics and Government, Presidential Election of 2020, Immigration and Emigration",U.S.
"February 10, 2019 at 07:00PM",Opening Ceremony: Fall 2019,Unknown Author,Opening Ceremony 2019 Fall RTW Collection. |,https://www.nytimes.com/slideshow/2019/02/11/fashion/runway-womens/opening-ceremony-fall-2019.html?partner=IFTTT,New York Fashion Week,Fashion
"February 10, 2019 at 07:00PM",Buttery SablÃ©s in All Shapes,Florence Fabricant,French cookies by the chef Marie-Aude Rose are available at La Mercerie in SoHo. |,https://www.nytimes.com/2019/02/11/dining/french-cookies-soho.html?partner=IFTTT,"Cooking and Cookbooks, Cookies",Food
"February 10, 2019 at 07:00PM",Brew This Fine Hot Chocolate From Ecuador,Florence Fabricant,"Use the Nacional variety of cocao powder in a French press, like you'd make coffee. |",https://www.nytimes.com/2019/02/11/dining/hot-chocolate-ecuador.html?partner=IFTTT,"Cooking and Cookbooks, Chocolate",Food
"February 10, 2019 at 07:00PM",A.I. Shows Promise as a Physician Assistant,Cade Metz,"A neural network analyzed the medical records of 600,000 hospital patients in China, and diagnosed their conditions as accurately as doctors did in some cases. |",https://www.nytimes.com/2019/02/11/health/artificial-intelligence-medical-diagnosis.html?partner=IFTTT,"Data-Mining and Database Marketing, Electronic Health Records",Health
"February 10, 2019 at 07:00PM",Florida School Hires 2 Former Combat Veterans to Take Down Active Shooters,Christina Caron,"A charter school in Palmetto, Fla., plans to protect its students by arming security guards with Glock handguns and semiautomatic rifles. |",https://www.nytimes.com/2019/02/11/us/guns-in-schools.html?partner=IFTTT,"School Shootings and Armed Attacks, Education (K-12), Security and Warning Systems",U.S.
"February 10, 2019 at 07:00PM",Trump and O'Rourke Face Off in Battle at the Border Over Wall,Michael Tackett,"President Trump travels to El Paso today for a rally to win support for his call for a border wall. But this time, his potential rival in 2020, Beto O'Rourke, will be there to answer him. |",https://www.nytimes.com/2019/02/11/us/politics/trump-el-paso-beto.html?partner=IFTTT,"Border Barriers, United States Politics and Government, Presidential Election of 2020, Immigration and Emigration",U.S.
"February 10, 2019 at 07:00PM",A Feast of Cured Meats in Queens,Florence Fabricant,"At Charcuterie Masters, an event in Flushing, Queens, there will be more than 60 kinds of charcuterie. |",https://www.nytimes.com/2019/02/11/dining/charcuterie-queens-new-york.html?partner=IFTTT,"Meat, Cooking and Cookbooks",Food
"February 10, 2019 at 07:00PM",5 Cheap(ish) Things for Staying Warm on a Winter Bike Commute,Cailynn Klingbeil,Don't put your bike away just yet. |,https://www.nytimes.com/2019/02/11/smarter-living/5-cheap-ish-things-for-staying-warm-on-a-winter-bike-commute.html?partner=IFTTT,"Bicycles and Bicycling, Weather, Fashion and Apparel, Socks, Gloves",Smarter Living
"February 10, 2019 at 07:00PM",Want to Be Heard During the Grammys? Maybe Stay Home,Jon Caramanica,"Ariana Grande skipped the ceremony and made lots of noise, while Drake showed up and had his microphone cut off. |",https://www.nytimes.com/2019/02/11/arts/music/grammy-awards-review.html?partner=IFTTT,"Grammy Awards, Pop and Rock Music, Rap and Hip-Hop",Arts
"February 10, 2019 at 07:00PM",F.D.A. Warns Supplement Makers to Stop Touting Cures for Diseases Like Alzheimer's,Sheila Kaplan,"The agency warned 12 dietary supplement companies to stop marketing such products for disease treatments, and called for tougher regulation of the $40 billon industry. |",https://www.nytimes.com/2019/02/11/health/fda-dietary-supplements.html?partner=IFTTT,"Dietary Supplements and Herbal Remedies, Drugs (Pharmaceuticals), Labeling and Labels (Product), your-feed-science",Health
"February 10, 2019 at 07:00PM",Who's a Good Dog? All of Them.,The New York Times,"The Westminster dog show has brought hundreds of dogs into Manhattan for two days of grooming, petting, barking and judging. |",https://www.nytimes.com/2019/02/11/sports/westminster-dog-show.html?partner=IFTTT,"Dogs, Westminster Kennel Club Dog Show",Sports
"February 10, 2019 at 07:00PM","A $950 Bong? A $1,475 Weed Grinder? You Can Find Them at Barneys",Alex Williams,The luxury retailer jumps on the cannabis train with a fancy head shop in Beverly Hills. |,https://www.nytimes.com/2019/02/11/style/barneys-weed-head-shop-beverly-hills.html?partner=IFTTT,Marijuana,Style
"February 10, 2019 at 07:00PM","A Woman, Just Not That Woman': How Sexism Plays Out on the Trail",Maggie Astor,"Critics called Hillary Clinton â€œshrillâ€ and â€œunlikable.â€ It's no coincidence that the same words are being used against Elizabeth Warren, Kirsten Gillibrand and Kamala Harris. |",https://www.nytimes.com/2019/02/11/us/politics/sexism-double-standard-2020.html?partner=IFTTT,"Women and Girls, Presidential Election of 2020",U.S.
"February 10, 2019 at 07:00PM",A Boogie Wit Da Hoodie Streams His Way to Another Week at No. 1,Joe Coscarelli,"The rapper's album â€œHoodie SZNâ€ has now spent three weeks atop the Billboard chart, and broke its own record for lowest sales by a No. 1 album. |",https://www.nytimes.com/2019/02/11/arts/music/a-boogie-21-savage-billboard-chart.html?partner=IFTTT,"Rap and Hip-Hop, Pop and Rock Music",Arts
"February 10, 2019 at 07:00PM","Saudi Arabia, Trying to Lure Tourists, Hosts Music Festival Near Ancient Tombs",Edward Wong,"Crown Prince Mohammed bin Salman aims to liberalize parts of society and promote the arts, but that could be overshadowed by violent acts under his rule. |",https://www.nytimes.com/2019/02/11/world/middleeast/saudi-arabia-tourism-music-festival.html?partner=IFTTT,"Music, Travel and Vacations, Politics and Government, Assassinations and Attempted Assassinations",World
"February 10, 2019 at 07:00PM",Trump's Trail of Fears,Jamelle Bouie,"The president, channeling his hero Andrew Jackson, continues to champion a particularly virulent form of reactionary white majoritarianism. |",https://www.nytimes.com/2019/02/11/opinion/trump-warren-trail-tears.html?partner=IFTTT,"Native Americans, United States Politics and Government, Race and Ethnicity",Opinion
"February 10, 2019 at 07:00PM",Derek Lam :Fall 2019,Unknown Author,Derek Lam 2019 Fall RTW Collection. |,https://www.nytimes.com/slideshow/2019/02/11/fashion/runway-womens/derek-lam-fall-2019.html?partner=IFTTT,,Fashion
"February 10, 2019 at 07:00PM",A Grieving Woman's Eloquent Homage to Virginia Woolf,Radhika Jones,"In â€œAll the Lives We Ever Lived,â€ Katharine Smyth revisits â€œTo the Lighthouseâ€ for comfort and insight after the death of her father. |",https://www.nytimes.com/2019/02/11/books/review/katharine-smyth-all-lives-we-ever-lived.html?partner=IFTTT,"Books and Literature, Grief (Emotion)",Books
"February 10, 2019 at 07:00PM","Cold, and in Jail",Unknown Author,A reader asks how Brooklyn inmates could have suffered as they did in a country with vast resources. |,https://www.nytimes.com/2019/02/11/opinion/letters/cold-jail-brooklyn.html?partner=IFTTT,Prisons and Prisoners,Opinion
"February 10, 2019 at 07:00PM",Trump and the Joint Chiefs,Unknown Author,A Pentagon official says there has been no effect on command guidance after the president announced his nominee to be the next chairman. |,https://www.nytimes.com/2019/02/11/opinion/letters/trump-joint-chiefs-military.html?partner=IFTTT,United States Defense and Military Forces,Opinion
"February 10, 2019 at 07:00PM",1stdibs Inches Closer to the One Percent,Penelope Green,A move from the New York Design Center to the fancy mall in the old Tunnel nightclub. |,https://www.nytimes.com/2019/02/11/style/1st-dibs.html?partner=IFTTT,Real Estate (Commercial),Style
"February 10, 2019 at 07:00PM",Illinois Attorney General Challenges Sentence for Officer Jason Van Dyke,Julie Bosman,"Kwame Raoul, the attorney general, wants the Chicago officer's prison term reviewed. Some have questioned whether less than seven years was enough in Laquan McDonald's death. |",https://www.nytimes.com/2019/02/11/us/jason-van-dyke-chicago-police-sentence.html?partner=IFTTT,"Police Brutality, Misconduct and Shootings, Murders, Attempted Murders and Homicides",U.S.
"February 10, 2019 at 07:00PM","President Trump, South Korea, India: Your Tuesday Briefing",Alisha Haridasani Gupta,Let us help you start your day. |,https://www.nytimes.com/2019/02/11/briefing/president-trump-south-korea-india.html?partner=IFTTT,,Briefing
"February 10, 2019 at 07:00PM",Saving Veterans' Health Care,Unknown Author,Readers object to a plan to privatize the V.A. system. |,https://www.nytimes.com/2019/02/11/opinion/letters/veterans-health-care.html?partner=IFTTT,Privatization,Opinion
"February 10, 2019 at 07:00PM",Review: Singing the Lone Survivors of Nearly Lost Music,Corinna Da Fonseca-Wollheim,"Blue Heron presented works from the 16th-century Peterhouse Partbooks, which barely made it through the cultural cataclysms of British history. |",https://www.nytimes.com/2019/02/11/arts/music/review-blue-heron-music-before-1800.html?partner=IFTTT,Music,Arts
"February 10, 2019 at 07:00PM","Refusing Immigrants, Orban Asks Hungarian Women to Have More Babies",Patrick Kingsley,"Faced with a plummeting population, Hungary's leader promised a tax exemption to mothers with four or more children. Experts say the plan won't work. |",https://www.nytimes.com/2019/02/11/world/europe/orban-hungary-babies-mothers-population-immigration.html?partner=IFTTT,Immigration and Emigration,World
"February 10, 2019 at 07:00PM",Zero + Maria Cornejo :Fall 2019,Unknown Author,Zero + Maria Cornejo 2019 Fall RTW Collection. |,https://www.nytimes.com/slideshow/2019/02/11/fashion/runway-womens/zero-maria-cornejo-fall-2019.html?partner=IFTTT,,Fashion
"February 10, 2019 at 07:00PM",Ancient European Stone Monuments Said to Originate in Northwest France,James Gorman,Research on Stone Age tombs throughout Europe offers a new answer to an old debate on where and when the iconic stone works were first built |,https://www.nytimes.com/2019/02/11/science/megaliths-archaeology-tombs.html?partner=IFTTT,"Stonehenge (England), your-feed-science, Tombs and Tombstones",Science
"February 10, 2019 at 07:00PM",Think You've Gained Weight This Winter? Check Out These Squirrels,C. Claiborne Ray,Some species pack increase their size by more than 50 percent as temperatures cool. |,https://www.nytimes.com/2019/02/11/science/think-youve-gained-weight-this-winter-check-out-these-squirrels.html?partner=IFTTT,"Winter (Season), Squirrels, Hibernation",Science
"February 10, 2019 at 07:00PM",Kareem Hunt Gets Contract From His Hometown Browns,Victor Mather,"After a video surfaced of the star running back kicking a woman, Hunt lost his job with the Chiefs. Now he gets a second chance. |",https://www.nytimes.com/2019/02/11/sports/kareem-hunt-gets-contract-from-his-hometown-browns.html?partner=IFTTT,"Football, Women and Girls",Sports
"February 10, 2019 at 07:00PM",9 Last-Minute Valentine's Day Ideas,Sean L. Mccarthy,"Whether you want to dance early in the morning or watch stand-up comics vie for a bachelor, here are some events for you. |",https://www.nytimes.com/2019/02/11/arts/10-valentines-day-ideas-new-york.html?partner=IFTTT,"Valentine's Day, Comedy and Humor, Dancing",Arts
"February 10, 2019 at 07:00PM",Valeria Luiselli's Latest Is a Mold-Breaking New Classic,Parul Sehgal,"In â€œLost Children Archive,â€ an unhappily married couple set out on a road trip, with their two young children, to visit the ancestral homeland of the Apaches in Arizona. |",https://www.nytimes.com/2019/02/11/books/review-lost-children-archive-valeria-luiselli.html?partner=IFTTT,Books and Literature,Books
"February 11, 2019 at 07:00PM","Brexit, U.S. Congress, Polar Bears: Your Tuesday Briefing",Penn Bullock,Let us help you start your day. |,https://www.nytimes.com/2019/02/12/briefing/brexit-us-congress-polar-bears-your-tuesday-briefing.html?partner=IFTTT,,Briefing
"February 11, 2019 at 07:00PM",On Politics: Tentative Deal Reached to Avert Shutdown,Unknown Author,"House and Senate negotiators agreed â€œin principleâ€ to provide $1.375 billion for physical barriers at the southwestern border, a deal that appears to be a victory for Democrats. |",https://www.nytimes.com/2019/02/12/us/politics/on-politics-deal-shutdown.html?partner=IFTTT,United States Politics and Government,U.S.
"February 11, 2019 at 07:00PM",What's on TV Tuesday: 'Boomerang' and 'Miracle Workers',Sara Aridi,A beloved 1990s movie gets a new TV adaptation on BET. And an absurd anthology series debuts on TBS. |,https://www.nytimes.com/2019/02/12/arts/television/whats-on-tv-tuesday-boomerang-and-miracle-workers.html?partner=IFTTT,"Movies, Television",Arts
"February 11, 2019 at 07:00PM","Deadly Fire Sweeps Delhi Hotel Before Dawn, Killing at Least 17",Jeffrey Gettleman And Kai Schultz,"As flames curled off the roof of the five-story hotel, some guests leapt out of their windows. Officials are still investigating the cause. |",https://www.nytimes.com/2019/02/12/world/asia/new-delhi-hotel-fire.html?partner=IFTTT,"Fires and Firefighters, Accidents and Safety, Deaths (Fatalities)",World
"February 11, 2019 at 07:00PM",Word + Quiz: copse,The Learning Network,This word has appeared in 13 articles on NYTimes.com in the past year. |,https://www.nytimes.com/2019/02/12/learning/12WODLN.html?partner=IFTTT,,The Learning Network
"February 11, 2019 at 07:00PM",Chloe Kim's Next Big Challenge: College,Brian Pinelli,"On Friday, about a year after being the breakout star of the Winter Olympics, Kim won her first world championship in the snowboard halfpipe. |",https://www.nytimes.com/2019/02/12/sports/chloe-kim-halfpipe-world-championships.html?partner=IFTTT,Snowboarding,Sports
"February 11, 2019 at 07:00PM",French Tourist Could Face Prison for Flying Drone in Myanmar's Capital,Austin Ramzy,Myanmar's tough restrictions on drones have prompted complaints that visitors who want to film scenic areas can easily find themselves in violation of the law. |,https://www.nytimes.com/2019/02/12/world/asia/myanmar-drone-french-tourist.html?partner=IFTTT,Drones (Pilotless Planes),World
"February 11, 2019 at 07:00PM",Latest Warning Sign for Markets: A Possible 'Earnings Recession',Stephen Grocer,"Wall Street analysts expect profits for S&P 500 companies to decline 1.7 percent this quarter, a reversal from a forecast of a 3.3 percent increase. |",https://www.nytimes.com/2019/02/12/business/dealbook/stock-market-earnings-recession.html?partner=IFTTT,"United States Economy, Standard & Poor's 500-Stock Index, Recession and Depression",Business
"February 11, 2019 at 07:00PM",Top Leader at Interior Dept. Pushes a Policy Favoring His Former Client,Coral Davenport,"David Bernhardt, the agency's acting chief, wants to roll back endangered-species protections on a tiny fish, a change that benefits few outside a California group he once represented as a lobbyist. |",https://www.nytimes.com/2019/02/12/climate/david-bernhardt-endangered-species.html?partner=IFTTT,"Ethics and Official Misconduct, Endangered and Extinct Species, Global Warming, Environment, Lobbying and Lobbyists, United States Politics and Government, Fish and Other Marine Life, Agriculture and Farming, Drought",Climate
"February 11, 2019 at 07:00PM",Carrying a Letter,Jeremy Engle,What story could this image tell? Use your imagination to write the opening of a short story or poem inspired by this illustration. |,https://www.nytimes.com/2019/02/12/learning/carrying-a-letter.html?partner=IFTTT,,The Learning Network
"February 11, 2019 at 07:00PM","New York City Public Schools Should be Evaluated Based on Diversity, Not Just Tests, Panel Says",Eliza Shapiro,A new report suggests the city enact sweeping measures to address entrenched segregation in education. |,https://www.nytimes.com/2019/02/12/nyregion/ny-public-schools-diversity.html?partner=IFTTT,"Equal Educational Opportunities, Education (K-12), Admissions Standards",New York
"February 11, 2019 at 07:00PM","Hong Kong, Crossroads of the Criminal Wildlife Trade",Charles Homans,"Despite reforms, the territory is a linchpin in the global traffic in illegal animal parts. |",https://www.nytimes.com/2019/02/12/science/hong-kong-wildlife-trafficking.html?partner=IFTTT,"Poaching (Wildlife), Elephants, your-feed-science",Science
"February 11, 2019 at 07:00PM","In China, This Video Game Lets You Be a Tiger Mom or a Driven Dad",Carolyn Zhang And Raymond Zhong,Mete out love and discipline. Set ambitious goals. Endure a teenager's first dates. Fans say the game Chinese Parents is a surprisingly poignant exercise in role reversal. |,https://www.nytimes.com/2019/02/12/technology/chinese-parents-video-game.html?partner=IFTTT,"Computer and Video Games, Children and Childhood, Education",Technology
"February 11, 2019 at 07:00PM",Chinese Parents,Unknown Author,Kang Shenghao playing Chinese Parents. Yan Cong for The New York Times |,https://www.nytimes.com/video/embedded/business/100000006354230/chinese-parents.html?partner=IFTTT,,Business
"February 11, 2019 at 07:00PM",A Refugee's Story: â€œNo One's Family is Perfect But Mine Is Perfect for Meâ€,Wesaam Al-Badry And James Estrin,"In documenting his family members' refugee experiences, Wesaam Al-Badry captured their character and ways of maneuvering through life. |",https://www.nytimes.com/2019/02/12/lens/refugee-iraq-family.html?partner=IFTTT,Refugees and Displaced Persons,Lens
"February 11, 2019 at 07:00PM",Bonsai Are Like Our Children': Couple Pleads for Return of Stolen Trees,Makiko Inoue And Daniel Victor,"Seven trees, worth a total of about $90,000, were taken from a Japanese garden in January. Its owner had looked after one of them for 25 years. |",https://www.nytimes.com/2019/02/12/world/asia/bonsai-tree-stolen.html?partner=IFTTT,"Trees and Shrubs, Robberies and Thefts",World
"February 11, 2019 at 07:00PM",Trevor Noah Says Northam's 'Racism Debt' Might Be a Good Thing,Giovanni Russonello,"Gov. Ralph Northam of Virginia has the support of most black residents, according to a new poll, and Noah thinks he knows why. |",https://www.nytimes.com/2019/02/12/arts/television/trevor-noah-ralph-northam-white-guilt.html?partner=IFTTT,,Arts
"February 11, 2019 at 07:00PM",Five Essay Collections by Women of Color,Camille Acker,Urgent new reading on the subjects of race and gender disparities in America. |,https://www.nytimes.com/2019/02/12/books/review/thick-tressie-mcmillan-cottom.html?partner=IFTTT,Books and Literature,Books
"February 11, 2019 at 07:00PM","For Christina Tosi, Building a Dessert Empire Is Not All Milk and Cookies",Kim Severson,"As her Milk Bar chain enters the big leagues, the pastry chef's challenge is holding onto its small-shop charms. |",https://www.nytimes.com/2019/02/12/dining/christina-tosi-milk-bar.html?partner=IFTTT,"Bakeries and Baked Products, Desserts",Food
"February 11, 2019 at 07:00PM",Do You Think the American Dream Is Real?,Jeremy Engle,Do you think you can achieve the American dream? Can all Americans? |,https://www.nytimes.com/2019/02/12/learning/do-you-think-the-american-dream-is-real.html?partner=IFTTT,,The Learning Network
"February 11, 2019 at 07:00PM",The Tiny Swiss Company That Thinks It Can Help Stop Climate Change,Jon Gertner,Two European entrepreneurs think they can remove carbon from the air at prices cheap enough to matter. |,https://www.nytimes.com/2019/02/12/magazine/climeworks-business-climate-change.html?partner=IFTTT,"Greenhouse Gas Emissions, Carbon Capture and Sequestration",Magazine
"February 11, 2019 at 07:00PM",Letter of Recommendation: Ronnie James Dio,Leah Sottile,"He was one of the pioneers of heavy metal, forging his music in the unique fires of lapsed faith and a skepticism of those who seek power. |",https://www.nytimes.com/2019/02/12/magazine/letter-of-recommendation-ronnie-james-dio.html?partner=IFTTT,"Music, Roads and Traffic",Magazine
"February 11, 2019 at 07:00PM",Was I Wrong to Tell a Friend's Partner About His Infidelity?,Kwame Anthony Appiah,"The magazine's Ethicist columnist on telling a friend's partner of his infidelity, advising a relative who hopes to game the housing market and more. |",https://www.nytimes.com/2019/02/12/magazine/was-i-wrong-to-tell-a-friends-partner-about-his-infidelity.html?partner=IFTTT,"Dating and Relationships, Ethics (Personal), Real Estate and Housing (Residential)",Magazine
"February 11, 2019 at 07:00PM",How 7 Women Helped Put Sexual Harassment on Albany's Agenda,Vivian Wang,"New York lawmakers are about to hold their first public hearing on harassment in almost 30 years. Here, those who made it happen reflect on their push to change the culture in the Capitol. |",https://www.nytimes.com/2019/02/12/nyregion/sexual-harassment-ny-legislature.html?partner=IFTTT,"Sexual Harassment, State Legislatures",New York
"February 11, 2019 at 07:00PM","In Dutchess County, a Farmhouse for the 21st Century",Tim Mckeough,What could be better than renting a 200-year-old house as a weekend escape? Building a new glass-and-stone home and running an organic farm there. |,https://www.nytimes.com/2019/02/12/realestate/in-dutchess-county-a-farmhouse-for-the-21st-century.html?partner=IFTTT,"Real Estate and Housing (Residential), Home Repairs and Improvements, Interior Design and Furnishings, Furniture",Real Estate
"February 11, 2019 at 07:00PM",Your Favorite Dog Probably Won't Win Westminster. Here's Why.,Liam Stack,"They get big cheers when they enter the ring, but some of the most popular dog breeds in America never win the Westminster Dog Show. |",https://www.nytimes.com/2019/02/12/sports/westminster-dog-show.html?partner=IFTTT,"Dogs, Westminster Kennel Club Dog Show",Sports
"February 11, 2019 at 07:00PM","Ai Weiwei and Frank Gehry Talk Art, Legos and Being Cultural Renegades",Jori Finkel,Two creative people in two different fields in one wide-ranging conversation. This time: the artist and the architect. |,https://www.nytimes.com/2019/02/12/t-magazine/ai-weiwei-frank-gehry-conversation.html?partner=IFTTT,"Art, Architecture, Political Prisoners",T Magazine
"February 11, 2019 at 07:00PM",Need a Breath of Fresh Air? Hotels to the Rescue.,Shivani Vora,"More hotels are adding air purifiers and filters to their guest rooms, either because the outside air is prone to smoke or pollution, or because guests demand them for health reasons. |",https://www.nytimes.com/2019/02/12/travel/air-quality-hotel-air-purifiers.html?partner=IFTTT,"Travel and Vacations, Hotels and Travel Lodgings, Allergies",Travel
"February 11, 2019 at 07:00PM",Five Places to Visit in New Orleans,Shannon Sims,Big Freedia's rap music is a part of the ether of modern New Orleans. So what better authentic travel guide to the city that so many tourists love to visit? |,https://www.nytimes.com/2019/02/12/travel/five-places-to-eat-and-visit-in-new-orleans.html?partner=IFTTT,Travel and Vacations,Travel
"February 11, 2019 at 07:00PM",The Biggest Economic Divides Aren't Regional. They're Local. (Just Ask Parents.),Jonathan Rothwell,Why people living in smaller cities or towns tend to give higher ratings to their communities. |,https://www.nytimes.com/2019/02/12/upshot/the-biggest-economic-divides-arent-regional-theyre-local-just-ask-parents.html?partner=IFTTT,"Income Inequality, Children and Childhood, Productivity",The Upshot
"February 11, 2019 at 07:00PM",California Has a High Rate of Police Shootings. Could a New Open-Records Law Change That?,Tim Arango,"Just as activists and state lawmakers have sought to bring records of decades-old cases to light, police unions have tried to jam the door shut. |",https://www.nytimes.com/2019/02/12/us/california-police-records.html?partner=IFTTT,"Police Brutality, Misconduct and Shootings, Politics and Government",U.S.
"February 11, 2019 at 07:00PM","Grand Jury Transcripts in Mass Lynching Case Should Be Released, Court Rules",Matt Stevens,"No one was ever charged in the July 1946 Moore's Ford lynchings in Walton County, Ga. More than 70 years later, new information could be forthcoming. |",https://www.nytimes.com/2019/02/12/us/moores-ford-lynchings.html?partner=IFTTT,Blacks,U.S.
"February 11, 2019 at 07:00PM",This Is My Space': Kirsten Gillibrand's Unabashedly Feminist Campaign,Lisa Lerer And Shane Goldmacher,"The New York senator has chosen a singular path the presidency, making running as a woman, for women, the central theme of her campaign. |",https://www.nytimes.com/2019/02/12/us/politics/kirsten-gillibrand-president-feminist.html?partner=IFTTT,"Presidential Election of 2016, Women and Girls, United States Politics and Government",U.S.
"February 11, 2019 at 07:00PM",Why Do South Asians Have Such High Rates of Heart Disease?,Anahad O'Connor,"â€œWe all have someone in our first-degree circle that has either died suddenly or had premature cardiovascular disease,â€ said one researcher. |",https://www.nytimes.com/2019/02/12/well/live/why-do-south-asians-have-such-high-rates-of-heart-disease.html?partner=IFTTT,"Obesity, Heart, Diabetes",Well
"February 11, 2019 at 07:00PM",Crystal Meth Is North Korea's Trendiest Lunar New Year's Gift,Mike Ives,Many North Koreans see the highly addictive drug as a useful stimulant. The government denies that it even exists in the country. |,https://www.nytimes.com/2019/02/12/world/asia/north-korea-crystal-meth-methamphetamine-drugs-.html?partner=IFTTT,"Drug Abuse and Traffic, Methamphetamines",World
"February 11, 2019 at 07:00PM",Turkey's Mass Trials Heal Some of Coup's Wounds and Open Others,Carlotta Gall,"While the sweeping verdicts are welcomed by the government and its supporters, critics say they are deeply flawed and represent collective punishment. |",https://www.nytimes.com/2019/02/12/world/asia/turkey-mass-trials-coup.html?partner=IFTTT,"Coups D'Etat and Attempted Coups D'Etat, Politics and Government",World
"February 11, 2019 at 07:00PM","360-Degree Views in Stanford, N.Y.",Unknown Author,What could be better than renting an old farmhouse as a weekend escape? Building a new glass-and-stone house and running an organic farm there. |,https://www.nytimes.com/slideshow/2019/02/12/realestate/360-degree-views-in-stanford-ny.html?partner=IFTTT,"Real Estate and Housing (Residential), Home Repairs and Improvements, Interior Design and Furnishings, Furniture",Real Estate
"February 11, 2019 at 07:00PM",Your Tuesday Briefing,Chris Stanford,"El Paso, Ilhan Omar, Winter Storm: Here's what you need to know. |",https://www.nytimes.com/2019/02/12/briefing/el-paso-ilhan-omar-winter-storm.html?partner=IFTTT,,Briefing
"February 11, 2019 at 07:00PM",Australian Lawmakers Back Medical Evacuation for Offshore Detainees,Isabella Kwai,"Prime Minister Scott Morrison opposed the bill, which would let some asylum seekers held on Pacific islands be treated in Australia. It now goes to the Senate. |",https://www.nytimes.com/2019/02/12/world/australia/manus-nauru-detainees.html?partner=IFTTT,"Immigration and Emigration, Politics and Government",World
"February 11, 2019 at 07:00PM",The Bezos Story Is Big,Gail Collins And Bret Stephens,And it's got a little bit of everything. |,https://www.nytimes.com/2019/02/12/opinion/bezos-trump-pecker.html?partner=IFTTT,"Shutdowns (Institutional), United States Politics and Government",Opinion
"February 11, 2019 at 07:00PM","Democrats, Stop Groveling",Frank Bruni,"To triumph in 2020, care less about pleasing all of the people all of the time. |",https://www.nytimes.com/2019/02/12/opinion/democrats-2020-gillibrand-booker.html?partner=IFTTT,"Presidential Election of 2020, United States Politics and Government",Opinion
"February 11, 2019 at 07:00PM",Making an App to Make a Difference? Good luck,Tina Rosenberg,"Technology engineers have long served big profitable businesses well, while apps focusing on what more altruistic organizations need remained sparse. But that's changing. |",https://www.nytimes.com/2019/02/12/opinion/start-ups-apps-social-impact.html?partner=IFTTT,"Corporate Social Responsibility, Computers and the Internet",Opinion
"February 11, 2019 at 07:00PM",Venezuela: A Nation Gripped by Hyperinflation,Virginia Lã“Pez Glass,Food shortages and an unrelenting surge in prices are overwhelming Venezuelans. They could prove to be the force that spurs Maduro's exit from power. |,https://www.nytimes.com/2019/02/12/opinion/venezuela-hyperinflation-food-shortages.html?partner=IFTTT,"Shortages, Economic Conditions and Trends",Opinion
